State,District,Avg_rainfall
West Bengal,24 Paraganas North,1223.227038
West Bengal,24 Paraganas South,1484.169798
West Bengal,Alipurduar,2730.774843
West Bengal,Bankura,1389.571837
West Bengal,Birbhum,1242.05278
West Bengal,Coochbehar,2670.502038
West Bengal,Darjeeling,2183.318308
West Bengal,Dinajpur Dakshin,1134.070997
West Bengal,Dinajpur Uttar,1377.633606
West Bengal,Hooghly,1329.412371
West Bengal,Howrah,1137.414641
West Bengal,Jalpaiguri,2941.123571
West Bengal,Jhargram,1218.921179
West Bengal,Kalimpong,2843.815541
West Bengal,Kolkata,1090.626867
West Bengal,Maldah,972.6114404
West Bengal,Medinipur East,1392.102752
West Bengal,Medinipur West,1290.913351
West Bengal,Murshidabad,1019.873729
West Bengal,Nadia,1114.648248
West Bengal,Paschim Bardhaman,1473.688342
West Bengal,Purba Bardhaman,1293.199664
West Bengal,Purulia,1475.134104
